date,sku_name,category,quantity,final_price,is_promo,weekday
2023-09-21,Manteiga,Lacticínios,65,1.98,1,3
2023-09-04,Cerveja Pack 6,Bebidas,31,7.41,0,0
2023-08-27,Bolachas Maria,Mercearia,58,1.19,0,6
2023-08-13,Café Grão,Mercearia,37,14.21,0,6
2023-08-24,Arroz Agulha,Mercearia,51,1.17,0,3
2023-10-10,Leite Meio Gordo,Lacticínios,49,0.89,0,1
2023-09-13,Manteiga,Lacticínios,49,2.82,0,2
2023-11-12,Detergente Roupa,Limpeza,29,18.51,0,6
2023-04-16,Cerveja Pack 6,Bebidas,86,5.31,1,6
2023-07-22,Café Grão,Mercearia,65,11.89,0,5
2023-05-13,Cerveja Pack 6,Bebidas,40,7.34,0,5
2023-08-14,Azeite Virgem,Mercearia,46,7.94,0,0
2023-09-17,Detergente Roupa,Limpeza,48,14.0,0,6
2023-03-31,Leite Meio Gordo,Lacticínios,37,0.94,0,4
2023-03-24,Azeite Virgem,Mercearia,53,9.09,0,4
2023-02-05,Leite Meio Gordo,Lacticínios,62,0.84,0,6
2023-03-05,Detergente Roupa,Limpeza,104,10.57,1,6
2023-02-05,Arroz Agulha,Mercearia,58,1.22,0,6
2023-07-12,Manteiga,Lacticínios,57,2.58,0,2
2023-11-29,Detergente Roupa,Limpeza,17,19.39,0,2
2023-10-05,Bolachas Maria,Mercearia,44,1.11,0,3
2023-07-28,Leite Meio Gordo,Lacticínios,39,0.68,1,4
2023-06-05,Bolachas Maria,Mercearia,75,1.02,1,0
2023-04-04,Bolachas Maria,Mercearia,43,1.22,0,1
2023-03-10,Café Grão,Mercearia,39,13.88,0,4
2023-10-26,Cerveja Pack 6,Bebidas,40,6.17,0,3
2023-04-19,Cerveja Pack 6,Bebidas,57,5.42,0,2
2023-07-25,Café Grão,Mercearia,33,14.67,0,1
2023-05-22,Azeite Virgem,Mercearia,44,9.36,0,0
2023-09-04,Detergente Roupa,Limpeza,76,11.73,1,0
2023-01-10,Azeite Virgem,Mercearia,43,8.05,0,1
2023-07-15,Azeite Virgem,Mercearia,59,8.63,0,5
2023-12-19,Manteiga,Lacticínios,44,2.58,0,1
2023-11-20,Azeite Virgem,Mercearia,52,7.23,0,0
2023-02-11,Café Grão,Mercearia,58,12.18,0,5
2023-03-13,Bolachas Maria,Mercearia,47,1.26,0,0
2023-04-28,Leite Meio Gordo,Lacticínios,59,0.84,0,4
2023-09-10,Bolachas Maria,Mercearia,87,0.92,1,6
2023-07-20,Cerveja Pack 6,Bebidas,75,4.31,1,3
2023-06-04,Cerveja Pack 6,Bebidas,98,4.94,1,6
2023-12-16,Azeite Virgem,Mercearia,50,6.86,1,5
2023-03-31,Manteiga,Lacticínios,53,2.2,1,4
2023-10-23,Manteiga,Lacticínios,54,2.31,0,0
2023-12-29,Leite Meio Gordo,Lacticínios,49,0.77,1,4
2023-11-28,Arroz Agulha,Mercearia,52,1.0,0,1
2023-02-10,Cerveja Pack 6,Bebidas,43,5.7,0,4
2023-10-06,Detergente Roupa,Limpeza,88,9.97,1,4
2023-09-19,Leite Meio Gordo,Lacticínios,50,0.84,0,1
2023-06-15,Cerveja Pack 6,Bebidas,16,8.24,0,3
2023-07-26,Azeite Virgem,Mercearia,47,8.04,0,2
2023-07-09,Cerveja Pack 6,Bebidas,39,7.06,0,6
2023-02-19,Manteiga,Lacticínios,41,3.22,0,6
2023-12-21,Azeite Virgem,Mercearia,63,5.88,1,3
2023-11-27,Leite Meio Gordo,Lacticínios,45,0.73,1,0
2023-02-20,Manteiga,Lacticínios,58,2.46,0,0
2023-09-04,Bolachas Maria,Mercearia,50,1.28,0,0
2023-12-22,Detergente Roupa,Limpeza,39,15.86,0,4
2023-09-17,Bolachas Maria,Mercearia,62,1.2,0,6
2023-11-13,Café Grão,Mercearia,64,12.14,0,0
2023-01-02,Café Grão,Mercearia,52,11.93,0,0
2023-07-13,Leite Meio Gordo,Lacticínios,64,0.77,1,3
2023-10-28,Bolachas Maria,Mercearia,77,1.06,1,5
2023-12-19,Azeite Virgem,Mercearia,45,7.94,0,1
2023-08-26,Bolachas Maria,Mercearia,64,1.23,0,5
2023-04-01,Bolachas Maria,Mercearia,52,1.47,0,5
2023-09-28,Detergente Roupa,Limpeza,61,15.58,0,3
2023-03-11,Manteiga,Lacticínios,53,2.72,0,5
2023-06-23,Azeite Virgem,Mercearia,57,6.57,1,4
2023-06-01,Leite Meio Gordo,Lacticínios,57,0.68,1,3
2023-12-14,Leite Meio Gordo,Lacticínios,42,0.78,1,3
2023-10-28,Detergente Roupa,Limpeza,51,16.38,0,5
2023-03-10,Bolachas Maria,Mercearia,57,1.07,1,4
2023-12-17,Cerveja Pack 6,Bebidas,53,6.4,0,6
2023-05-09,Cerveja Pack 6,Bebidas,57,6.13,0,1
2023-12-13,Detergente Roupa,Limpeza,58,12.33,1,2
2023-06-01,Manteiga,Lacticínios,50,1.77,1,3
2023-05-22,Manteiga,Lacticínios,47,2.41,0,0
2023-04-10,Bolachas Maria,Mercearia,79,0.79,1,0
2023-02-18,Leite Meio Gordo,Lacticínios,65,0.85,0,5
2023-03-23,Manteiga,Lacticínios,34,2.58,0,3
2023-11-25,Arroz Agulha,Mercearia,49,1.51,0,5
2023-02-05,Arroz Agulha,Mercearia,70,1.45,0,6
2023-07-06,Azeite Virgem,Mercearia,40,8.61,0,3
2023-09-07,Bolachas Maria,Mercearia,41,1.3,0,3
2023-01-19,Leite Meio Gordo,Lacticínios,45,1.13,0,3
2023-05-05,Detergente Roupa,Limpeza,77,12.24,1,4
2023-10-27,Cerveja Pack 6,Bebidas,77,4.38,1,4
2023-01-29,Detergente Roupa,Limpeza,77,15.32,0,6
2023-06-18,Café Grão,Mercearia,48,13.36,0,6
2023-06-25,Bolachas Maria,Mercearia,37,1.54,0,6
2023-06-25,Cerveja Pack 6,Bebidas,39,7.34,0,6
2023-02-12,Azeite Virgem,Mercearia,62,7.11,1,6
2023-04-13,Cerveja Pack 6,Bebidas,65,4.26,1,3
2023-07-16,Arroz Agulha,Mercearia,59,1.12,0,6
2023-01-20,Detergente Roupa,Limpeza,83,12.32,1,4
2023-03-17,Bolachas Maria,Mercearia,37,1.41,0,4
2023-01-22,Arroz Agulha,Mercearia,54,1.32,0,6
2023-08-13,Café Grão,Mercearia,63,10.57,1,6
2023-03-25,Azeite Virgem,Mercearia,60,8.81,0,5
2023-06-07,Azeite Virgem,Mercearia,52,7.42,0,2
2023-10-25,Arroz Agulha,Mercearia,45,0.98,1,2
2023-06-17,Bolachas Maria,Mercearia,62,1.24,0,5
2023-08-19,Arroz Agulha,Mercearia,46,1.23,0,5
2023-11-18,Bolachas Maria,Mercearia,57,1.26,0,5
2023-01-08,Café Grão,Mercearia,45,12.07,0,6
2023-10-22,Detergente Roupa,Limpeza,54,15.75,0,6
2023-11-10,Arroz Agulha,Mercearia,46,0.99,1,4
2023-01-14,Azeite Virgem,Mercearia,47,7.14,1,5
2023-02-17,Bolachas Maria,Mercearia,70,0.92,1,4
2023-09-09,Leite Meio Gordo,Lacticínios,58,0.93,0,5
2023-05-24,Bolachas Maria,Mercearia,40,1.29,0,2
2023-01-21,Manteiga,Lacticínios,51,2.85,0,5
2023-01-17,Detergente Roupa,Limpeza,56,14.17,0,1
2023-04-17,Manteiga,Lacticínios,45,2.75,0,0
2023-03-12,Cerveja Pack 6,Bebidas,44,6.51,0,6
2023-08-11,Leite Meio Gordo,Lacticínios,57,0.66,1,4
2023-08-11,Azeite Virgem,Mercearia,55,7.57,0,4
2023-08-02,Manteiga,Lacticínios,61,2.3,0,2
2023-10-24,Café Grão,Mercearia,53,12.42,0,1
2023-04-24,Manteiga,Lacticínios,47,2.85,0,0
2023-09-13,Arroz Agulha,Mercearia,47,1.14,0,2
2023-12-12,Manteiga,Lacticínios,51,2.76,0,1
2023-04-22,Detergente Roupa,Limpeza,37,16.77,0,5
2023-06-25,Bolachas Maria,Mercearia,88,0.75,1,6
2023-01-08,Bolachas Maria,Mercearia,56,1.22,0,6
2023-08-02,Azeite Virgem,Mercearia,50,8.08,0,2
2023-07-06,Arroz Agulha,Mercearia,45,1.08,0,3
2023-10-10,Cerveja Pack 6,Bebidas,73,4.61,1,1
2023-10-28,Manteiga,Lacticínios,62,2.8,0,5
2023-05-14,Detergente Roupa,Limpeza,39,16.62,0,6
2023-07-08,Detergente Roupa,Limpeza,94,11.66,1,5
2023-01-24,Bolachas Maria,Mercearia,38,1.33,0,1
2023-12-27,Bolachas Maria,Mercearia,54,1.2,0,2
2023-03-05,Bolachas Maria,Mercearia,47,1.26,0,6
2023-07-10,Arroz Agulha,Mercearia,56,1.09,0,0
2023-05-03,Azeite Virgem,Mercearia,49,6.68,1,2
2023-01-25,Detergente Roupa,Limpeza,49,13.99,0,2
2023-12-17,Café Grão,Mercearia,47,13.1,0,6
2023-09-16,Manteiga,Lacticínios,47,2.98,0,5
2023-11-09,Arroz Agulha,Mercearia,56,1.01,0,3
2023-10-10,Detergente Roupa,Limpeza,48,16.59,0,1
2023-05-07,Azeite Virgem,Mercearia,59,6.94,1,6
2023-02-02,Azeite Virgem,Mercearia,50,8.0,0,3
2023-10-21,Detergente Roupa,Limpeza,65,14.75,0,5
2023-04-21,Arroz Agulha,Mercearia,46,1.27,0,4
2023-10-16,Arroz Agulha,Mercearia,46,0.96,1,0
2023-09-13,Café Grão,Mercearia,59,10.53,1,2
2023-11-14,Cerveja Pack 6,Bebidas,29,7.6,0,1
2023-10-27,Leite Meio Gordo,Lacticínios,44,0.85,0,4
2023-07-24,Cerveja Pack 6,Bebidas,91,4.19,1,0
2023-03-24,Café Grão,Mercearia,78,8.21,1,4
2023-10-26,Arroz Agulha,Mercearia,48,1.1,0,3
2023-04-22,Bolachas Maria,Mercearia,65,1.15,0,5
2023-01-23,Arroz Agulha,Mercearia,62,0.98,1,0
2023-09-06,Arroz Agulha,Mercearia,60,1.06,0,2
2023-12-12,Leite Meio Gordo,Lacticínios,53,0.89,0,1
2023-12-21,Bolachas Maria,Mercearia,38,1.49,0,3
2023-10-06,Cerveja Pack 6,Bebidas,41,5.87,0,4
2023-05-27,Detergente Roupa,Limpeza,27,17.4,0,5
2023-05-21,Manteiga,Lacticínios,38,3.27,0,6
2023-06-07,Cerveja Pack 6,Bebidas,47,5.81,0,2
2023-07-04,Café Grão,Mercearia,48,12.82,0,1
2023-11-12,Cerveja Pack 6,Bebidas,55,6.15,0,6
2023-01-16,Detergente Roupa,Limpeza,70,12.6,1,0
2023-01-03,Leite Meio Gordo,Lacticínios,57,0.95,0,1
2023-11-13,Azeite Virgem,Mercearia,43,9.8,0,0
2023-06-22,Café Grão,Mercearia,58,11.89,0,3
2023-08-23,Leite Meio Gordo,Lacticínios,47,1.1,0,2
2023-04-20,Arroz Agulha,Mercearia,41,1.14,0,3
2023-01-30,Cerveja Pack 6,Bebidas,65,5.46,0,0
2023-05-30,Azeite Virgem,Mercearia,52,6.93,1,1
2023-05-09,Leite Meio Gordo,Lacticínios,56,0.7,1,1
2023-01-26,Leite Meio Gordo,Lacticínios,50,1.06,0,3
2023-11-09,Detergente Roupa,Limpeza,69,14.13,0,3
2023-07-02,Manteiga,Lacticínios,57,2.73,0,6
2023-08-15,Leite Meio Gordo,Lacticínios,57,0.76,1,1
2023-03-19,Arroz Agulha,Mercearia,49,1.1,0,6
2023-06-24,Arroz Agulha,Mercearia,61,0.99,0,5
2023-09-02,Leite Meio Gordo,Lacticínios,61,0.74,1,5
2023-08-26,Manteiga,Lacticínios,50,3.02,0,5
2023-05-26,Café Grão,Mercearia,37,12.5,0,4
2023-03-31,Bolachas Maria,Mercearia,39,1.12,0,4
2023-10-01,Leite Meio Gordo,Lacticínios,61,0.81,0,6
2023-01-06,Manteiga,Lacticínios,60,2.13,1,4
2023-11-29,Bolachas Maria,Mercearia,56,1.12,0,2
2023-12-24,Manteiga,Lacticínios,59,2.54,0,6
2023-05-13,Manteiga,Lacticínios,52,2.44,0,5
2023-05-28,Arroz Agulha,Mercearia,71,1.06,0,6
2023-03-20,Manteiga,Lacticínios,47,2.64,0,0
2023-01-14,Azeite Virgem,Mercearia,50,8.22,0,5
2023-08-17,Cerveja Pack 6,Bebidas,65,5.24,1,3
2023-05-21,Leite Meio Gordo,Lacticínios,67,0.75,1,6
2023-05-29,Bolachas Maria,Mercearia,57,1.08,0,0
2023-01-23,Detergente Roupa,Limpeza,50,14.65,0,0
2023-04-13,Manteiga,Lacticínios,44,2.72,0,3
2023-05-29,Detergente Roupa,Limpeza,60,13.85,0,0
2023-05-13,Cerveja Pack 6,Bebidas,54,5.58,0,5
2023-09-11,Manteiga,Lacticínios,42,2.21,1,0
2023-03-23,Manteiga,Lacticínios,37,3.03,0,3
2023-10-01,Cerveja Pack 6,Bebidas,59,5.46,0,6
2023-08-20,Manteiga,Lacticínios,67,2.13,1,6
2023-01-18,Cerveja Pack 6,Bebidas,37,6.76,0,2
2023-05-03,Bolachas Maria,Mercearia,64,1.03,1,2
2023-07-31,Bolachas Maria,Mercearia,44,1.33,0,0
2023-02-10,Leite Meio Gordo,Lacticínios,50,0.81,1,4
2023-09-18,Leite Meio Gordo,Lacticínios,39,0.79,1,0
2023-10-21,Arroz Agulha,Mercearia,54,1.35,0,5
2023-05-30,Cerveja Pack 6,Bebidas,46,5.69,0,1
2023-11-02,Manteiga,Lacticínios,55,2.34,0,3
2023-04-09,Detergente Roupa,Limpeza,24,18.84,0,6
2023-04-26,Detergente Roupa,Limpeza,53,15.5,0,2
2023-05-18,Manteiga,Lacticínios,39,3.42,0,3
2023-12-27,Manteiga,Lacticínios,56,2.37,0,2
2023-06-18,Cerveja Pack 6,Bebidas,44,7.0,0,6
2023-05-07,Leite Meio Gordo,Lacticínios,60,1.04,0,6
2023-04-01,Cerveja Pack 6,Bebidas,74,4.95,1,5
2023-05-11,Café Grão,Mercearia,59,11.04,0,3
2023-06-19,Café Grão,Mercearia,34,13.19,0,0
2023-02-12,Manteiga,Lacticínios,53,2.98,0,6
2023-02-08,Bolachas Maria,Mercearia,44,1.29,0,2
2023-03-10,Detergente Roupa,Limpeza,43,16.44,0,4
2023-02-26,Café Grão,Mercearia,39,13.17,0,6
2023-02-19,Arroz Agulha,Mercearia,55,1.37,0,6
2023-02-01,Manteiga,Lacticínios,39,3.28,0,2
2023-03-26,Arroz Agulha,Mercearia,74,0.86,1,6
2023-07-08,Leite Meio Gordo,Lacticínios,71,0.68,1,5
2023-09-27,Bolachas Maria,Mercearia,46,1.18,0,2
2023-06-19,Detergente Roupa,Limpeza,31,16.65,0,0
2023-11-26,Azeite Virgem,Mercearia,57,7.63,0,6
2023-06-17,Leite Meio Gordo,Lacticínios,44,1.12,0,5
2023-03-15,Azeite Virgem,Mercearia,59,9.14,0,2
2023-07-29,Cerveja Pack 6,Bebidas,73,6.11,0,5
2023-02-16,Cerveja Pack 6,Bebidas,51,5.82,0,3
2023-11-29,Cerveja Pack 6,Bebidas,37,6.16,0,2
2023-01-16,Leite Meio Gordo,Lacticínios,52,0.72,1,0
2023-06-04,Manteiga,Lacticínios,52,3.15,0,6
2023-11-01,Manteiga,Lacticínios,63,1.95,1,2
2023-02-25,Manteiga,Lacticínios,54,2.17,1,5
2023-04-11,Detergente Roupa,Limpeza,53,14.1,0,1
2023-08-25,Azeite Virgem,Mercearia,36,10.22,0,4
2023-11-19,Bolachas Maria,Mercearia,84,0.9,1,6
2023-04-19,Bolachas Maria,Mercearia,44,1.33,0,2
2023-10-07,Bolachas Maria,Mercearia,72,1.28,0,5
2023-09-08,Azeite Virgem,Mercearia,48,8.17,0,4
2023-10-08,Arroz Agulha,Mercearia,59,1.13,0,6
2023-10-22,Leite Meio Gordo,Lacticínios,59,0.83,0,6
2023-12-30,Manteiga,Lacticínios,67,1.96,1,5
2023-07-10,Café Grão,Mercearia,43,12.64,0,0
2023-12-06,Manteiga,Lacticínios,39,2.87,0,2
2023-10-30,Manteiga,Lacticínios,47,2.75,0,0
2023-02-02,Leite Meio Gordo,Lacticínios,43,1.3,0,3
2023-05-24,Cerveja Pack 6,Bebidas,23,7.76,0,2
2023-10-11,Leite Meio Gordo,Lacticínios,46,0.79,1,2
2023-07-17,Azeite Virgem,Mercearia,50,8.96,0,0
2023-02-19,Arroz Agulha,Mercearia,59,1.05,0,6
2023-09-25,Cerveja Pack 6,Bebidas,79,5.4,1,0
2023-01-08,Café Grão,Mercearia,32,15.38,0,6
2023-04-16,Azeite Virgem,Mercearia,64,6.01,1,6
2023-10-17,Bolachas Maria,Mercearia,54,0.91,1,1
2023-04-10,Leite Meio Gordo,Lacticínios,57,1.04,0,0
2023-04-08,Cerveja Pack 6,Bebidas,83,4.72,1,5
2023-11-05,Bolachas Maria,Mercearia,72,1.24,0,6
2023-11-04,Detergente Roupa,Limpeza,28,17.79,0,5
2023-09-15,Azeite Virgem,Mercearia,45,8.81,0,4
2023-08-12,Cerveja Pack 6,Bebidas,93,4.53,1,5
2023-08-30,Azeite Virgem,Mercearia,46,8.51,0,2
2023-02-17,Azeite Virgem,Mercearia,37,8.64,0,4
2023-03-21,Azeite Virgem,Mercearia,61,7.43,0,1
2023-07-30,Arroz Agulha,Mercearia,63,0.82,1,6
2023-11-24,Cerveja Pack 6,Bebidas,51,5.67,0,4
2023-10-15,Arroz Agulha,Mercearia,61,1.0,0,6
2023-02-08,Leite Meio Gordo,Lacticínios,62,1.04,0,2
2023-11-28,Detergente Roupa,Limpeza,38,16.63,0,1
2023-07-29,Detergente Roupa,Limpeza,54,16.31,0,5
2023-05-08,Detergente Roupa,Limpeza,39,16.2,0,0
2023-09-20,Detergente Roupa,Limpeza,52,13.79,0,2
2023-06-04,Detergente Roupa,Limpeza,66,14.8,0,6
2023-04-03,Leite Meio Gordo,Lacticínios,47,0.97,0,0
2023-07-08,Cerveja Pack 6,Bebidas,78,5.35,1,5
2023-12-18,Azeite Virgem,Mercearia,75,6.09,1,0
2023-12-28,Café Grão,Mercearia,27,14.76,0,3
2023-12-18,Cerveja Pack 6,Bebidas,49,6.58,0,0
2023-07-06,Leite Meio Gordo,Lacticínios,50,0.9,0,3
2023-10-16,Leite Meio Gordo,Lacticínios,59,0.74,1,0
2023-09-06,Manteiga,Lacticínios,55,2.35,0,2
2023-10-10,Bolachas Maria,Mercearia,66,1.11,0,1
2023-11-22,Arroz Agulha,Mercearia,49,1.0,0,2
2023-09-16,Detergente Roupa,Limpeza,72,14.15,0,5
2023-02-14,Arroz Agulha,Mercearia,43,1.26,0,1
2023-07-18,Azeite Virgem,Mercearia,45,7.79,0,1
2023-07-01,Manteiga,Lacticínios,59,2.83,0,5
2023-02-24,Leite Meio Gordo,Lacticínios,46,0.79,1,4
2023-05-11,Manteiga,Lacticínios,56,2.48,0,3
2023-06-19,Cerveja Pack 6,Bebidas,56,5.73,0,0
2023-04-26,Bolachas Maria,Mercearia,37,1.46,0,2
2023-09-14,Detergente Roupa,Limpeza,47,16.23,0,3
2023-09-24,Café Grão,Mercearia,85,8.66,1,6
2023-09-16,Arroz Agulha,Mercearia,78,1.13,0,5
2023-04-21,Manteiga,Lacticínios,57,2.11,1,4
2023-01-24,Leite Meio Gordo,Lacticínios,46,0.96,0,1
2023-09-22,Azeite Virgem,Mercearia,58,8.18,0,4
2023-12-05,Azeite Virgem,Mercearia,36,9.43,0,1
2023-11-30,Bolachas Maria,Mercearia,44,1.27,0,3
2023-05-05,Detergente Roupa,Limpeza,57,13.52,0,4
2023-06-29,Café Grão,Mercearia,70,8.72,1,3
2023-09-18,Detergente Roupa,Limpeza,56,12.67,1,0
2023-10-28,Arroz Agulha,Mercearia,47,1.04,0,5
2023-11-13,Arroz Agulha,Mercearia,39,1.19,0,0
2023-12-29,Café Grão,Mercearia,86,8.9,1,4
2023-04-26,Azeite Virgem,Mercearia,43,8.53,0,2
2023-09-19,Bolachas Maria,Mercearia,52,1.08,0,1
2023-11-27,Manteiga,Lacticínios,50,2.66,0,0
2023-08-02,Café Grão,Mercearia,68,10.26,1,2
2023-07-08,Café Grão,Mercearia,42,14.63,0,5
2023-07-22,Arroz Agulha,Mercearia,58,1.46,0,5
2023-02-17,Manteiga,Lacticínios,49,1.94,1,4
2023-07-31,Azeite Virgem,Mercearia,42,7.83,0,0
2023-02-06,Leite Meio Gordo,Lacticínios,39,0.79,1,0
2023-05-03,Leite Meio Gordo,Lacticínios,51,0.5,1,2
2023-03-29,Leite Meio Gordo,Lacticínios,43,1.0,0,2
2023-12-07,Café Grão,Mercearia,64,11.69,0,3
2023-10-18,Cerveja Pack 6,Bebidas,38,6.44,0,2
2023-01-10,Azeite Virgem,Mercearia,64,6.78,1,1
2023-02-26,Bolachas Maria,Mercearia,56,1.17,0,6
2023-04-20,Azeite Virgem,Mercearia,52,6.95,1,3
2023-09-05,Detergente Roupa,Limpeza,35,16.98,0,1
2023-09-18,Detergente Roupa,Limpeza,73,13.73,0,0
2023-10-06,Cerveja Pack 6,Bebidas,41,6.54,0,4
2023-10-24,Azeite Virgem,Mercearia,47,8.69,0,1
2023-08-11,Detergente Roupa,Limpeza,45,15.67,0,4
2023-12-19,Detergente Roupa,Limpeza,88,11.03,1,1
2023-10-08,Arroz Agulha,Mercearia,54,1.13,0,6
2023-06-29,Leite Meio Gordo,Lacticínios,48,1.16,0,3
2023-09-26,Arroz Agulha,Mercearia,53,1.02,0,1
2023-11-14,Arroz Agulha,Mercearia,51,1.07,0,1
2023-03-15,Bolachas Maria,Mercearia,71,1.14,0,2
2023-06-30,Arroz Agulha,Mercearia,57,1.0,0,4
2023-09-30,Azeite Virgem,Mercearia,84,5.72,1,5
2023-09-25,Café Grão,Mercearia,55,13.12,0,0
2024-01-01,Azeite Virgem,Mercearia,47,6.55,1,0
2023-06-25,Bolachas Maria,Mercearia,65,1.24,0,6
2023-10-28,Azeite Virgem,Mercearia,56,7.5,0,5
2023-12-28,Café Grão,Mercearia,42,13.22,0,3
2023-12-08,Café Grão,Mercearia,65,9.97,1,4
2023-03-06,Cerveja Pack 6,Bebidas,45,6.17,0,0
2023-01-20,Bolachas Maria,Mercearia,31,1.43,0,4
2023-07-09,Azeite Virgem,Mercearia,55,7.65,0,6
2023-05-07,Arroz Agulha,Mercearia,66,1.01,0,6
2023-08-29,Cerveja Pack 6,Bebidas,49,6.21,0,1
2023-03-20,Azeite Virgem,Mercearia,42,7.51,0,0
2023-01-24,Café Grão,Mercearia,44,12.07,0,1
2023-06-10,Café Grão,Mercearia,53,11.15,0,5
2023-05-05,Leite Meio Gordo,Lacticínios,59,0.89,0,4
2023-01-27,Leite Meio Gordo,Lacticínios,58,0.98,0,4
2023-10-17,Arroz Agulha,Mercearia,49,1.23,0,1
2023-10-19,Detergente Roupa,Limpeza,60,14.46,0,3
2023-08-04,Manteiga,Lacticínios,52,3.32,0,4
2023-03-01,Bolachas Maria,Mercearia,71,0.94,1,2
2023-02-24,Bolachas Maria,Mercearia,35,1.38,0,4
2023-03-18,Bolachas Maria,Mercearia,76,0.92,1,5
2023-08-06,Arroz Agulha,Mercearia,41,1.17,0,6
2023-02-02,Cerveja Pack 6,Bebidas,62,5.42,0,3
2023-11-22,Leite Meio Gordo,Lacticínios,58,0.99,0,2
2023-10-26,Bolachas Maria,Mercearia,45,1.18,0,3
2023-08-12,Leite Meio Gordo,Lacticínios,57,0.9,0,5
2023-10-31,Cerveja Pack 6,Bebidas,37,7.03,0,1
2023-07-30,Detergente Roupa,Limpeza,39,18.12,0,6
2023-03-26,Azeite Virgem,Mercearia,48,9.71,0,6
2023-12-24,Bolachas Maria,Mercearia,45,1.28,0,6
2023-02-06,Manteiga,Lacticínios,55,2.29,0,0
2023-01-20,Detergente Roupa,Limpeza,60,12.87,1,4
2023-09-01,Arroz Agulha,Mercearia,54,0.95,1,4
2023-07-30,Cerveja Pack 6,Bebidas,60,6.1,0,6
2023-04-26,Manteiga,Lacticínios,47,2.67,0,2
2023-08-22,Arroz Agulha,Mercearia,44,0.93,1,1
2023-11-06,Bolachas Maria,Mercearia,63,1.03,1,0
2023-01-26,Detergente Roupa,Limpeza,69,13.09,1,3
2023-07-19,Bolachas Maria,Mercearia,51,1.46,0,2
2023-01-01,Arroz Agulha,Mercearia,63,1.16,0,6
2023-08-07,Manteiga,Lacticínios,73,2.07,1,0
2023-03-14,Leite Meio Gordo,Lacticínios,40,0.99,0,1
2023-06-07,Bolachas Maria,Mercearia,33,1.44,0,2
2023-01-25,Manteiga,Lacticínios,43,2.93,0,2
2023-04-20,Manteiga,Lacticínios,43,2.71,0,3
2023-10-10,Manteiga,Lacticínios,47,2.09,1,1
2023-06-24,Café Grão,Mercearia,77,10.41,1,5
2023-09-23,Cerveja Pack 6,Bebidas,67,5.6,0,5
2023-05-09,Leite Meio Gordo,Lacticínios,50,0.91,0,1
2023-01-06,Arroz Agulha,Mercearia,49,1.03,0,4
2023-10-22,Azeite Virgem,Mercearia,59,8.06,0,6
2023-08-16,Detergente Roupa,Limpeza,85,10.33,1,2
2023-12-23,Azeite Virgem,Mercearia,57,7.93,0,5
2023-11-21,Azeite Virgem,Mercearia,33,9.54,0,1
2023-01-10,Cerveja Pack 6,Bebidas,38,6.82,0,1
2023-05-22,Café Grão,Mercearia,83,8.63,1,0
2023-03-10,Manteiga,Lacticínios,37,2.6,0,4
2023-04-11,Cerveja Pack 6,Bebidas,55,6.38,0,1
2023-08-31,Cerveja Pack 6,Bebidas,66,5.51,0,3
2023-08-08,Arroz Agulha,Mercearia,63,1.24,0,1
2023-05-17,Azeite Virgem,Mercearia,46,8.6,0,2
2023-05-04,Manteiga,Lacticínios,53,2.65,0,3
2023-12-06,Leite Meio Gordo,Lacticínios,52,0.79,1,2
2023-08-14,Cerveja Pack 6,Bebidas,104,3.2,1,0
2023-04-22,Manteiga,Lacticínios,55,2.71,0,5
2023-04-10,Arroz Agulha,Mercearia,51,0.95,1,0
2023-01-28,Azeite Virgem,Mercearia,55,8.9,0,5
2023-10-07,Arroz Agulha,Mercearia,50,1.36,0,5
2023-04-01,Arroz Agulha,Mercearia,50,1.27,0,5
2023-04-23,Manteiga,Lacticínios,44,2.87,0,6
2023-11-01,Cerveja Pack 6,Bebidas,33,7.06,0,2
2023-01-02,Arroz Agulha,Mercearia,39,1.49,0,0
2023-08-05,Leite Meio Gordo,Lacticínios,52,0.88,0,5
2023-05-23,Detergente Roupa,Limpeza,40,15.17,0,1
2023-01-26,Arroz Agulha,Mercearia,55,1.1,0,3
2023-01-31,Arroz Agulha,Mercearia,59,0.94,1,1
2023-02-17,Cerveja Pack 6,Bebidas,43,5.88,0,4
2023-04-22,Leite Meio Gordo,Lacticínios,63,0.85,0,5
2023-04-08,Arroz Agulha,Mercearia,61,1.0,0,5
2023-05-25,Detergente Roupa,Limpeza,51,13.81,0,3
2023-01-07,Cerveja Pack 6,Bebidas,71,5.21,1,5
2023-07-15,Detergente Roupa,Limpeza,42,17.21,0,5
2023-01-25,Bolachas Maria,Mercearia,70,0.83,1,2
2023-05-14,Cerveja Pack 6,Bebidas,30,7.29,0,6
2023-09-10,Café Grão,Mercearia,69,11.71,0,6
2023-02-05,Azeite Virgem,Mercearia,45,7.21,0,6
2023-06-28,Cerveja Pack 6,Bebidas,36,5.67,0,2
2023-04-29,Café Grão,Mercearia,41,13.61,0,5
2023-10-25,Cerveja Pack 6,Bebidas,37,6.17,0,2
2023-09-22,Leite Meio Gordo,Lacticínios,43,0.96,0,4
2023-07-07,Manteiga,Lacticínios,49,2.37,0,4
2023-04-19,Cerveja Pack 6,Bebidas,46,6.87,0,2
2023-10-02,Leite Meio Gordo,Lacticínios,51,0.9,0,0
2023-06-04,Azeite Virgem,Mercearia,49,10.59,0,6
2023-06-02,Azeite Virgem,Mercearia,38,9.77,0,4
2023-11-22,Manteiga,Lacticínios,45,2.62,0,2
